,chocolate,coconut,loaf,bread,pasta,cake,pastry,crackers,muffin,cereal,muesli,liquor,sake,wine,cider,brew,beer,aperitif,coffee,cocoa,water,juice,lime_juice,grape_juice,orange_juice,cola,coke,gingerale,apple,apricot,avocado,banana,kiwi,mango,orange,tomato,artichoke,corn,cucumber,onion,squash,chips,potato_chips,jelly,peanut_butter,ketchup,chilisauce,mustard,salsa,soy_sauce
10,orange: 0.8246875405311584,sake: 0.8445193767547607,onion: 0.7586051821708679,cereal: 0.7671507000923157,cake: 0.7844628691673279,orange_juice: 0.8303595781326294,banana: 0.8054167628288269,liquor: 0.7741811275482178,crackers: 0.7504844665527344,salsa: 0.8092612028121948,potato_chips: 0.7991559505462646,orange_juice: 0.7907535433769226,coconut: 0.8445193767547607,corn: 0.7772468328475952,onion: 0.7027361989021301,banana: 0.7799162268638611,lime_juice: 0.7608281373977661,onion: 0.8039119839668274,orange_juice: 0.7927700877189636,water: 0.7457242012023926,orange: 0.8175221681594849,peanut_butter: 0.7976458072662354,beer: 0.7608281373977661,mustard: 0.7267044186592102,cereal: 0.8211371898651123,brew: 0.744602382183075,liquor: 0.7116954326629639,corn: 0.04418434575200081,peanut_butter: 0.7846857905387878,jelly: 0.8048473596572876,cereal: 0.7403639554977417,cereal: 0.8329929709434509,orange_juice: 0.8091809153556824,brew: 0.7804216146469116,water: 0.8175221681594849,lime_juice: 0.8236735463142395,water: 0.7467204332351685,wine: 0.7772468328475952,water: 0.7685539722442627,lime_juice: 0.8350788950920105,onion: 0.7710732817649841,muesli: 0.8188461661338806,mango: 0.7234227657318115,apple: 0.7596787214279175,cereal: 0.8447271585464478,banana: 0.7780465483665466,mango: -0.2569524347782135,aperitif: 0.7794113159179688,corn: 0.788875162601471,salsa: 0.7789813876152039
11,brew: 0.8137295246124268,cereal: 0.8343268036842346,chips: 0.7579317688941956,cucumber: 0.7606842517852783,mustard: 0.780036449432373,kiwi: 0.8301988840103149,wine: 0.8035064935684204,bread: 0.7694317698478699,mustard: 0.7490571141242981,water: 0.8002104759216309,water: 0.793041467666626,chocolate: 0.7845229506492615,tomato: 0.8433555364608765,sake: 0.7738706469535828,loaf: 0.7002177238464355,avocado: 0.7772409915924072,onion: 0.7534273862838745,banana: 0.7948960661888123,water: 0.7847777605056763,muesli: 0.732292652130127,mustard: 0.8153730034828186,lime_juice: 0.7966305017471313,mustard: 0.760089099407196,lime_juice: 0.7214717864990234,kiwi: 0.8091809153556824,onion: 0.7443328499794006,onion: 0.6972216963768005,crackers: 0.0416446216404438,apricot: 0.7781659364700317,corn: 0.8036293983459473,water: 0.7358611226081848,chips: 0.8273831605911255,liquor: 0.8078524470329285,banana: 0.7749085426330566,peanut_butter: 0.8104574084281921,artichoke: 0.822043240070343,cucumber: 0.7461769580841064,coffee: 0.7720749974250793,kiwi: 0.7684047818183899,ketchup: 0.8312433362007141,orange_juice: 0.7644948363304138,cereal: 0.8121734857559204,water: 0.7197114825248718,bread: 0.7551337480545044,cocoa: 0.8413070440292358,mustard: 0.7762855887413025,jelly: -0.2748897075653076,juice: 0.7792800068855286,water: 0.7858266234397888,ketchup: 0.7787052989006042
12,cereal: 0.8120034337043762,orange: 0.8343122005462646,peanut_butter: 0.749140202999115,muesli: 0.756010890007019,corn: 0.778067409992218,coffee: 0.8294702768325806,peanut_butter: 0.7992392182350159,banana: 0.7688544988632202,chocolate: 0.7447101473808289,juice: 0.7946889400482178,sake: 0.7787007093429565,crackers: 0.7741811275482178,orange: 0.8426413536071777,water: 0.7711080312728882,mango: 0.6987430453300476,sake: 0.769392192363739,corn: 0.7490105628967285,mango: 0.7933986783027649,crackers: 0.7792377471923828,tomato: 0.7234074473381042,cake: 0.8152827024459839,cereal: 0.7946889400482178,artichoke: 0.7564885020256042,artichoke: 0.7142588496208191,apricot: 0.8081852793693542,mustard: 0.740986168384552,chips: 0.694819450378418,coke: 0.035051923245191574,avocado: 0.7741520404815674,brew: 0.8031498789787292,artichoke: 0.734416663646698,coffee: 0.8192830085754395,wine: 0.8035861849784851,onion: 0.7697516679763794,tomato: 0.8046189546585083,ketchup: 0.8205901384353638,liquor: 0.7401953935623169,kiwi: 0.7720499634742737,soy_sauce: 0.7648334503173828,kiwi: 0.8218831419944763,liquor: 0.7601096630096436,water: 0.8064501285552979,brew: 0.7161774635314941,sake: 0.751192569732666,aperitif: 0.8403618931770325,corn: 0.7701216340065002,soy_sauce: -0.28388023376464844,orange: 0.778076171875,sake: 0.7856192588806152,banana: 0.7743741869926453
13,pastry: 0.8079913258552551,chips: 0.830299437046051,bread: 0.7476563453674316,squash: 0.7553500533103943,beer: 0.7752110958099365,water: 0.8152827024459839,cider: 0.7990180850028992,salsa: 0.7684206962585449,chips: 0.7412224411964417,pastry: 0.7860982418060303,cucumber: 0.7760112881660461,pastry: 0.7713888883590698,pastry: 0.8391237854957581,orange: 0.7650696635246277,kiwi: 0.6940001249313354,tomato: 0.7660325169563293,peanut_butter: 0.7458508610725403,brew: 0.7831594944000244,orange: 0.7770836353302002,pasta: 0.7228749394416809,chips: 0.8064501285552979,beer: 0.7925028204917908,aperitif: 0.7523461580276489,juice: 0.7140435576438904,aperitif: 0.8056818246841431,aperitif: 0.7404031753540039,salsa: 0.6894619464874268,pastry: 0.030245648697018623,chocolate: 0.7728855013847351,mustard: 0.7970017194747925,tomato: 0.7304101586341858,liquor: 0.8105882406234741,soy_sauce: 0.801256000995636,pastry: 0.7558056116104126,apple: 0.7928813099861145,salsa: 0.8194814920425415,cereal: 0.736662745475769,ketchup: 0.7701216340065002,bread: 0.7606842517852783,salsa: 0.8126806616783142,ketchup: 0.7595394849777222,potato_chips: 0.7962207198143005,apricot: 0.7159340381622314,cider: 0.7434723973274231,mango: 0.8367466926574707,grape_juice: 0.7699824571609497,tomato: -0.2873970866203308,ketchup: 0.7762855887413025,soy_sauce: 0.7789813876152039,cola: 0.7737119197845459
14,apricot: 0.8059881925582886,aperitif: 0.8257905840873718,chocolate: 0.7467743158340454,jelly: 0.7551337480545044,peanut_butter: 0.7693058848381042,bread: 0.8137134313583374,onion: 0.7964860796928406,tomato: 0.7676793932914734,muesli: 0.7388878464698792,ketchup: 0.7800265550613403,pastry: 0.7731471657752991,cereal: 0.7608034014701843,lime_juice: 0.8377353549003601,juice: 0.7636328935623169,water: 0.6920667886734009,cereal: 0.7492101788520813,banana: 0.7437059283256531,mustard: 0.7794113159179688,juice: 0.7746297121047974,kiwi: 0.7143390774726868,juice: 0.80638188123703,chips: 0.7888074517250061,coffee: 0.7457953095436096,salsa: 0.7108604311943054,tomato: 0.7963235378265381,coffee: 0.7363336682319641,grape_juice: 0.6886991262435913,tomato: 0.019154133275151253,orange_juice: 0.7612361907958984,coconut: 0.791181206703186,jelly: 0.7300234436988831,pastry: 0.8054167628288269,peanut_butter: 0.7985732555389404,cucumber: 0.7504721283912659,mango: 0.7808873057365417,mustard: 0.8151185512542725,avocado: 0.734416663646698,pastry: 0.7650391459465027,mango: 0.7504721283912659,aperitif: 0.8039119839668274,peanut_butter: 0.7595199346542358,mustard: 0.7907240986824036,lime_juice: 0.7136428356170654,orange: 0.7427672743797302,water: 0.8359381556510925,squash: 0.7595394849777222,coconut: -0.2931581139564514,orange_juice: 0.7746537923812866,crackers: 0.7684206962585449,peanut_butter: 0.7720960974693298
15,juice: 0.8010082244873047,apple: 0.8098651170730591,coconut: 0.7467148303985596,chips: 0.7536154389381409,coffee: 0.7643738389015198,liquor: 0.810248851776123,cereal: 0.7860982418060303,loaf: 0.765414297580719,ketchup: 0.7324591279029846,corn: 0.7792631983757019,aperitif: 0.7615483999252319,squash: 0.7601096630096436,liquor: 0.8375657200813293,cereal: 0.7605222463607788,pasta: 0.6800098419189453,muesli: 0.7472295761108398,orange: 0.7430824041366577,pastry: 0.7639281153678894,apricot: 0.7729913592338562,banana: 0.7072563767433167,ketchup: 0.8032383322715759,mustard: 0.7792800068855286,cake: 0.7451797723770142,soy_sauce: 0.705240786075592,cocoa: 0.7953119277954102,corn: 0.7310216426849365,kiwi: 0.671107828617096,potato_chips: -0.0017976080998778343,cake: 0.7604517340660095,bread: 0.790374219417572,onion: 0.7244387865066528,muesli: 0.8012799024581909,chocolate: 0.7980060577392578,cereal: 0.748346745967865,mustard: 0.778076171875,cola: 0.8091932535171509,mustard: 0.733120858669281,artichoke: 0.7618323564529419,avocado: 0.7494789958000183,pastry: 0.7964860796928406,bread: 0.7553500533103943,juice: 0.7888074517250061,tomato: 0.7124729156494141,liquor: 0.7381608486175537,apricot: 0.8217081427574158,juice: 0.7585286498069763,cola: -0.29551374912261963,banana: 0.7659704685211182,banana: 0.7662739753723145,cereal: 0.7696599364280701
16,kiwi: 0.7980060577392578,juice: 0.7976660132408142,kiwi: 0.7422953844070435,aperitif: 0.7530288100242615,banana: 0.7582017183303833,brew: 0.8092829585075378,muesli: 0.7731471657752991,jelly: 0.7605630159378052,jelly: 0.7305006384849548,squash: 0.7763879895210266,apricot: 0.7563583850860596,chips: 0.7598040103912354,mustard: 0.835721492767334,artichoke: 0.7533537745475769,bread: 0.676262617111206,cola: 0.744602382183075,apricot: 0.7370598912239075,water: 0.762272834777832,corn: 0.7720749974250793,lime_juice: 0.7041383385658264,bread: 0.8016125559806824,coffee: 0.7746297121047974,banana: 0.7429167628288269,cucumber: 0.7012903690338135,coffee: 0.7927700877189636,orange: 0.7295894026756287,juice: 0.6707857251167297,chocolate: -0.0029893952887505293,jelly: 0.7596787214279175,kiwi: 0.789532482624054,soy_sauce: 0.7222061157226562,aperitif: 0.7948960661888123,jelly: 0.7953396439552307,cola: 0.7474508881568909,coffee: 0.7770836353302002,apricot: 0.8072962164878845,ketchup: 0.7320222854614258,coconut: 0.7539190649986267,cake: 0.749478816986084,peanut_butter: 0.7875567078590393,chocolate: 0.750015139579773,cucumber: 0.7816691398620605,cocoa: 0.702397346496582,muffin: 0.7305006384849548,liquor: 0.8113886117935181,apricot: 0.7561455368995667,orange: -0.31059709191322327,lime_juice: 0.760089099407196,coffee: 0.7646339535713196,pastry: 0.7668811082839966
17,mango: 0.7947089076042175,crackers: 0.7970665097236633,corn: 0.7374419569969177,corn: 0.7481576800346375,chocolate: 0.7573724985122681,crackers: 0.8086642026901245,liquor: 0.7713888883590698,chocolate: 0.7556384801864624,peanut_butter: 0.7235379219055176,tomato: 0.7710418105125427,bread: 0.756010890007019,coconut: 0.7563527226448059,orange_juice: 0.8348817825317383,pasta: 0.7494467496871948,salsa: 0.6741882562637329,salsa: 0.7443394660949707,coke: 0.7299992442131042,loaf: 0.7617958784103394,tomato: 0.7707846760749817,pastry: 0.7033504843711853,squash: 0.8014349341392517,onion: 0.7711472511291504,coconut: 0.7403929829597473,wine: 0.6970139741897583,liquor: 0.7907535433769226,cucumber: 0.724363386631012,cocoa: 0.6677401065826416,apricot: -0.003418554784730077,sake: 0.7558133602142334,sake: 0.7892023324966431,juice: 0.719440758228302,avocado: 0.7946208119392395,apricot: 0.789532482624054,juice: 0.7456324696540833,avocado: 0.7757161855697632,cucumber: 0.805307924747467,apricot: 0.7277684807777405,beer: 0.7490105628967285,artichoke: 0.7461769580841064,apricot: 0.7818963527679443,apple: 0.7474192380905151,kiwi: 0.7756625413894653,sake: 0.7007125020027161,avocado: 0.7300234436988831,orange: 0.8104574084281921,peanut_butter: 0.755311131477356,peanut_butter: -0.31339970231056213,muffin: 0.7490571141242981,apricot: 0.7633893489837646,cucumber: 0.7648334503173828
18,water: 0.7869970798492432,potato_chips: 0.7952525615692139,tomato: 0.7368321418762207,loaf: 0.7476563453674316,wine: 0.7494467496871948,muffin: 0.8011269569396973,tomato: 0.7686538100242615,muffin: 0.7504844665527344,corn: 0.723286509513855,soy_sauce: 0.7696599364280701,juice: 0.747487485408783,tomato: 0.7412052750587463,corn: 0.8345851898193359,cola: 0.748782753944397,artichoke: 0.6684327721595764,squash: 0.7407509684562683,cake: 0.7291707992553711,muesli: 0.7615483999252319,cocoa: 0.7672826051712036,cereal: 0.7026340961456299,cereal: 0.8002104759216309,wine: 0.7636328935623169,muesli: 0.7343082427978516,tomato: 0.6944209337234497,brew: 0.7899324893951416,jelly: 0.7212514281272888,potato_chips: 0.6664261817932129,loaf: -0.00570585485547781,ketchup: 0.7474738955497742,crackers: 0.7833727598190308,mustard: 0.7183910608291626,muffin: 0.7944347262382507,chips: 0.7756625413894653,water: 0.733392596244812,kiwi: 0.7666598558425903,aperitif: 0.8051060438156128,pasta: 0.7242907285690308,bread: 0.7481576800346375,corn: 0.7429167628288269,juice: 0.7711472511291504,brew: 0.7407509684562683,tomato: 0.7620019912719727,corn: 0.6969139575958252,loaf: 0.7267820239067078,pastry: 0.7992392182350159,chocolate: 0.7544649839401245,sake: -0.3172968029975891,kiwi: 0.7479182481765747,juice: 0.7457825541496277,orange_juice: 0.7579779028892517
19,liquor: 0.7845229506492615,apricot: 0.791181206703186,water: 0.7309191226959229,pastry: 0.7373947501182556,juice: 0.7486797571182251,squash: 0.7900536060333252,soy_sauce: 0.7668811082839966,peanut_butter: 0.7484956979751587,avocado: 0.7172524929046631,onion: 0.7684733271598816,brew: 0.7472295761108398,artichoke: 0.7401953935623169,cereal: 0.8318141102790833,coconut: 0.7429360747337341,soy_sauce: 0.6620967388153076,kiwi: 0.7354467511177063,jelly: 0.7227572202682495,chocolate: 0.755644679069519,salsa: 0.7646339535713196,potato_chips: 0.702397346496582,muesli: 0.793041467666626,cake: 0.7631679177284241,squash: 0.7295031547546387,muffin: 0.688784122467041,bread: 0.7778730392456055,salsa: 0.7143880724906921,apple: 0.6662295460700989,beer: -0.007705115247517824,squash: 0.7474192380905151,onion: 0.7818963527679443,muffin: 0.7172524929046631,brew: 0.7799162268638611,corn: 0.7720499634742737,corn: 0.7279917597770691,wine: 0.7650696635246277,orange: 0.8046189546585083,brew: 0.7235215306282043,chips: 0.7460782527923584,peanut_butter: 0.7424312829971313,squash: 0.7710732817649841,lime_juice: 0.7295031547546387,liquor: 0.7598040103912354,pastry: 0.6915116310119629,salsa: 0.725144624710083,kiwi: 0.7985732555389404,cocoa: 0.7533016204833984,kiwi: -0.31734195351600647,peanut_butter: 0.7427271604537964,brew: 0.7443394660949707,artichoke: 0.756058931350708
20,apple: 0.7728855013847351,water: 0.7677897214889526,mustard: 0.7291896939277649,onion: 0.7362312078475952,cereal: 0.7369369268417358,cocoa: 0.7880457639694214,corn: 0.7650391459465027,sake: 0.7441026568412781,onion: 0.7168979048728943,bread: 0.7671507000923157,orange_juice: 0.7403364181518555,jelly: 0.7381608486175537,chips: 0.8309524655342102,orange_juice: 0.7327413558959961,grape_juice: 0.661697268486023,pastry: 0.7314255237579346,coffee: 0.7171111106872559,bread: 0.7530288100242615,pasta: 0.7643738389015198,mango: 0.696847140789032,lime_juice: 0.789379894733429,kiwi: 0.7614853978157043,soy_sauce: 0.7283742427825928,coke: 0.6886991262435913,mustard: 0.7746537923812866,coconut: 0.7142276167869568,artichoke: 0.6641317009925842,liquor: -0.018373606726527214,chips: 0.7449750900268555,apple: 0.7781659364700317,pastry: 0.7151155471801758,ketchup: 0.7780465483665466,beer: 0.7698987126350403,mustard: 0.7265874743461609,muffin: 0.7610647678375244,orange_juice: 0.7963235378265381,coffee: 0.7185817360877991,cucumber: 0.7429167628288269,sake: 0.7422340512275696,mango: 0.7697516679763794,coke: 0.7249230742454529,loaf: 0.7579317688941956,onion: 0.6833454370498657,cereal: 0.723185122013092,juice: 0.7976458072662354,apple: 0.7474738955497742,bread: -0.3227849006652832,cola: 0.740986168384552,peanut_butter: 0.7320601344108582,orange: 0.7557056546211243
21,tomato: 0.771246075630188,tomato: 0.7650381326675415,jelly: 0.7267820239067078,coconut: 0.7265931367874146,orange_juice: 0.7249634861946106,pasta: 0.7844628691673279,aperitif: 0.7639281153678894,corn: 0.7386093735694885,juice: 0.7129300832748413,cake: 0.7650552988052368,muffin: 0.7388878464698792,cider: 0.7340383529663086,beer: 0.8195779919624329,apricot: 0.7291651964187622,peanut_butter: 0.6603142023086548,bread: 0.723809540271759,coconut: 0.7161095142364502,lime_juice: 0.7523461580276489,potato_chips: 0.7579533457756042,onion: 0.6892166137695312,corn: 0.7885985970497131,ketchup: 0.7585286498069763,grape_juice: 0.7214717864990234,banana: 0.6884750723838806,squash: 0.7644948363304138,ketchup: 0.7086373567581177,peanut_butter: 0.6628203988075256,cereal: -0.025078311562538147,tomato: 0.7436000108718872,banana: 0.7772458791732788,corn: 0.7151055932044983,squash: 0.7777950763702393,cucumber: 0.7684047818183899,apricot: 0.7262043952941895,soy_sauce: 0.7557056546211243,jelly: 0.7956812381744385,jelly: 0.7182589769363403,chocolate: 0.7410558462142944,pastry: 0.7372586727142334,cereal: 0.7684733271598816,orange: 0.7129010558128357,bread: 0.7536154389381409,muffin: 0.6822896599769592,beer: 0.7227572202682495,onion: 0.7875567078590393,coke: 0.7430977821350098,pastry: -0.32429030537605286,cake: 0.7408463358879089,wine: 0.7274373769760132,juice: 0.7390496134757996
22,beer: 0.7636928558349609,muffin: 0.7610895037651062,coffee: 0.7213408946990967,tomato: 0.7265480756759644,artichoke: 0.7242907285690308,potato_chips: 0.7806401252746582,mango: 0.7558056116104126,mustard: 0.7223292589187622,pasta: 0.7092390656471252,kiwi: 0.7628689408302307,tomato: 0.7374601364135742,juice: 0.7331355810165405,bread: 0.8160614371299744,salsa: 0.7274373769760132,ketchup: 0.6589717864990234,artichoke: 0.7235215306282043,pastry: 0.7140566110610962,apricot: 0.7482674717903137,cereal: 0.7522685527801514,brew: 0.6878671646118164,beer: 0.7881854176521301,apricot: 0.7536017298698425,potato_chips: 0.7136428356170654,corn: 0.68836909532547,beer: 0.7633191347122192,water: 0.706520140171051,orange_juice: 0.6482788324356079,kiwi: -0.02786697819828987,cider: 0.7361485362052917,cake: 0.7772254943847656,sake: 0.713097333908081,apricot: 0.7772458791732788,orange: 0.7666598558425903,cake: 0.725250244140625,pastry: 0.7537147998809814,beer: 0.7861979007720947,kiwi: 0.7150577306747437,peanut_butter: 0.7405228018760681,potato_chips: 0.734632670879364,cake: 0.7648637294769287,apricot: 0.7085041999816895,cocoa: 0.7517653107643127,orange_juice: 0.6779252886772156,cola: 0.7212514281272888,apple: 0.7846857905387878,pastry: 0.7409387826919556,pasta: -0.33415934443473816,pastry: 0.7343675494194031,pastry: 0.7265860438346863,coconut: 0.7308465242385864
23,cola: 0.7620799541473389,liquor: 0.7563527226448059,liquor: 0.7146671414375305,brew: 0.723809540271759,liquor: 0.7238976359367371,apricot: 0.7772254943847656,grape_juice: 0.7552037239074707,onion: 0.7216986417770386,wine: 0.697006344795227,liquor: 0.7608034014701843,lime_juice: 0.7343082427978516,onion: 0.7319455742835999,aperitif: 0.813932478427887,apple: 0.7232742309570312,banana: 0.6531136631965637,orange: 0.721590518951416,cereal: 0.7128197550773621,cola: 0.7404031753540039,lime_juice: 0.7457953095436096,crackers: 0.6836569905281067,grape_juice: 0.7871127128601074,pasta: 0.7486797571182251,apricot: 0.71159827709198,avocado: 0.686391294002533,apple: 0.7612361907958984,pasta: 0.703462541103363,mustard: 0.6410158276557922,squash: -0.0364241749048233,water: 0.7341650724411011,water: 0.7739914059638977,coffee: 0.7129384875297546,mango: 0.7749085426330566,cereal: 0.7628689408302307,potato_chips: 0.7234227657318115,cake: 0.7518710494041443,mango: 0.7833611965179443,apple: 0.7145912051200867,crackers: 0.7386093735694885,orange: 0.734367311000824,jelly: 0.7606732845306396,crackers: 0.7063003778457642,onion: 0.747857391834259,cereal: 0.6761960387229919,artichoke: 0.7182589769363403,lime_juice: 0.7814286947250366,orange: 0.73930424451828,beer: -0.3351995646953583,artichoke: 0.733120858669281,orange: 0.7258636355400085,lime_juice: 0.7283742427825928
24,pasta: 0.7573724985122681,cocoa: 0.75438392162323,apple: 0.713060736656189,chocolate: 0.7237970232963562,cocoa: 0.7228749394416809,tomato: 0.7655346989631653,orange: 0.7537147998809814,orange_juice: 0.7189792990684509,beer: 0.6958469152450562,wine: 0.7605222463607788,apple: 0.7339138388633728,apricot: 0.7280025482177734,juice: 0.8078216910362244,cider: 0.7170282006263733,cocoa: 0.6503149271011353,water: 0.7197489142417908,salsa: 0.707885205745697,chips: 0.7343806624412537,cola: 0.7363336682319641,aperitif: 0.6811022758483887,chocolate: 0.7869970798492432,muesli: 0.747487485408783,orange_juice: 0.7089249491691589,orange_juice: 0.6833367943763733,soy_sauce: 0.7579779028892517,cake: 0.702121913433075,cake: 0.6381703615188599,banana: -0.038901545107364655,muesli: 0.7339138388633728,coffee: 0.7729913592338562,peanut_butter: 0.7124986052513123,soy_sauce: 0.7743741869926453,juice: 0.7614853978157043,orange_juice: 0.7229630947113037,beer: 0.7430824041366577,peanut_butter: 0.7783734202384949,grape_juice: 0.7142588496208191,loaf: 0.7374419569969177,cola: 0.724363386631012,loaf: 0.7586051821708679,coffee: 0.7055288553237915,corn: 0.7460782527923584,wine: 0.676016628742218,aperitif: 0.7115432620048523,tomato: 0.7783734202384949,muffin: 0.7324591279029846,chocolate: -0.3352621793746948,coffee: 0.7297999858856201,jelly: 0.725144624710083,avocado: 0.7222061157226562
25,aperitif: 0.755644679069519,corn: 0.7539190649986267,wine: 0.7067312598228455,orange: 0.7219956517219543,chips: 0.7203581929206848,cereal: 0.7650552988052368,water: 0.7487805485725403,cereal: 0.7152045965194702,grape_juice: 0.688784122467041,muffin: 0.75282883644104,cocoa: 0.732292652130127,pasta: 0.7238976359367371,coffee: 0.8045889735221863,banana: 0.7132568359375,chocolate: 0.6492323875427246,potato_chips: 0.7161774635314941,soy_sauce: 0.7014086246490479,potato_chips: 0.7273884415626526,mustard: 0.7297999858856201,mustard: 0.679743766784668,salsa: 0.7858266234397888,salsa: 0.7457825541496277,mango: 0.7083854675292969,liquor: 0.6719573140144348,cola: 0.7446202635765076,cereal: 0.6999155879020691,banana: 0.6348444223403931,mustard: -0.04113353416323662,onion: 0.7322844862937927,salsa: 0.7633893489837646,bread: 0.7093979716300964,bread: 0.7711617946624756,banana: 0.748842179775238,muesli: 0.7183502912521362,jelly: 0.7427672743797302,chocolate: 0.771246075630188,peanut_butter: 0.7055381536483765,cola: 0.7310216426849365,juice: 0.7235237956047058,beer: 0.7534273862838745,soy_sauce: 0.7028074860572815,apple: 0.7449750900268555,coke: 0.6664261817932129,ketchup: 0.7001901865005493,soy_sauce: 0.7720960974693298,artichoke: 0.7320222854614258,apple: -0.335647314786911,loaf: 0.7291896939277649,cola: 0.7143880724906921,apricot: 0.7216029763221741
26,crackers: 0.7556384801864624,loaf: 0.7467148303985596,cider: 0.7002177238464355,apple: 0.7209376096725464,coke: 0.7186400890350342,onion: 0.7648637294769287,kiwi: 0.748350203037262,aperitif: 0.7119853496551514,water: 0.6844431161880493,coffee: 0.7522685527801514,orange: 0.7317706942558289,orange: 0.7215449810028076,cocoa: 0.7970094084739685,crackers: 0.7085086107254028,orange: 0.6484437584877014,soy_sauce: 0.6992157697677612,cola: 0.6984525322914124,juice: 0.7201385498046875,pastry: 0.7279552817344666,squash: 0.673587441444397,coffee: 0.7847777605056763,mango: 0.7456324696540833,cocoa: 0.7041383385658264,bread: 0.6685966849327087,muesli: 0.7403364181518555,beer: 0.6984525322914124,chocolate: 0.6309311985969543,sake: -0.049037858843803406,wine: 0.7232742309570312,loaf: 0.7621113061904907,wine: 0.7082712650299072,crackers: 0.7688544988632202,pastry: 0.748350203037262,chips: 0.7170418500900269,onion: 0.740161120891571,cereal: 0.7710418105125427,coconut: 0.7027095556259155,mango: 0.7279917597770691,coffee: 0.7207247018814087,chips: 0.747857391834259,beer: 0.6915844082832336,muffin: 0.7412224411964417,banana: 0.6442551016807556,coconut: 0.6994539499282837,pasta: 0.7693058848381042,orange_juice: 0.7267685532569885,cocoa: -0.3459881842136383,grape_juice: 0.7267044186592102,coconut: 0.7119552493095398,corn: 0.7128505706787109
27,ketchup: 0.7544649839401245,avocado: 0.7446609139442444,orange: 0.6967025995254517,avocado: 0.7093979716300964,pastry: 0.7170119285583496,juice: 0.7631679177284241,ketchup: 0.7409387826919556,wine: 0.7085086107254028,cucumber: 0.6829546689987183,brew: 0.7492101788520813,onion: 0.7298212647438049,loaf: 0.7146671414375305,artichoke: 0.7956051826477051,avocado: 0.7082712650299072,aperitif: 0.6469862461090088,lime_juice: 0.698700487613678,muesli: 0.6982386112213135,crackers: 0.7119853496551514,onion: 0.7217601537704468,beer: 0.6733553409576416,apricot: 0.7739914059638977,soy_sauce: 0.7390496134757996,chocolate: 0.702648401260376,pasta: 0.668572723865509,wine: 0.7327413558959961,crackers: 0.6984377503395081,brew: 0.6196804046630859,artichoke: -0.060930993407964706,kiwi: 0.7212496399879456,muffin: 0.7575665712356567,aperitif: 0.7076807618141174,salsa: 0.7662739753723145,mustard: 0.7479182481765747,lime_juice: 0.7083854675292969,ketchup: 0.73930424451828,coffee: 0.7707846760749817,muesli: 0.699834942817688,muesli: 0.726994514465332,coconut: 0.7191336154937744,cola: 0.7443328499794006,corn: 0.6909322738647461,pastry: 0.7350761890411377,crackers: 0.6414061188697815,chocolate: 0.6987266540527344,bread: 0.7675356268882751,coffee: 0.7179263234138489,avocado: -0.34719061851501465,mango: 0.7265874743461609,grape_juice: 0.7108604311943054,cake: 0.7100247144699097
28,potato_chips: 0.7519807815551758,wine: 0.7429360747337341,artichoke: 0.6927739381790161,coffee: 0.6984499096870422,orange: 0.7107537984848022,apple: 0.7604517340660095,bread: 0.7373947501182556,squash: 0.7063003778457642,potato_chips: 0.6822896599769592,mango: 0.748346745967865,corn: 0.726994514465332,coffee: 0.711947500705719,squash: 0.7950316667556763,coffee: 0.7076300382614136,cake: 0.6447805166244507,corn: 0.6942328810691833,muffin: 0.6958469152450562,jelly: 0.7115432620048523,loaf: 0.7213408946990967,soy_sauce: 0.6695063710212708,wine: 0.7711080312728882,liquor: 0.7331355810165405,brew: 0.698700487613678,cider: 0.661697268486023,ketchup: 0.7267685532569885,sake: 0.6968123912811279,bread: 0.6084116697311401,cucumber: -0.061119161546230316,bread: 0.7209376096725464,muesli: 0.7563583850860596,ketchup: 0.7069483399391174,mustard: 0.7659704685211182,loaf: 0.7422953844070435,kiwi: 0.6995291113853455,grape_juice: 0.7343968749046326,pastry: 0.7686538100242615,loaf: 0.6927739381790161,muffin: 0.723286509513855,grape_juice: 0.7012903690338135,coconut: 0.7422113418579102,avocado: 0.6906722187995911,aperitif: 0.7343806624412537,orange: 0.6405091285705566,banana: 0.6985973119735718,potato_chips: 0.7664908170700073,coconut: 0.7174895405769348,crackers: -0.3515625,crackers: 0.7223292589187622,beer: 0.707885205745697,apple: 0.7070497870445251
