apple,orange_juice,cereal,orange,orange
bread,crackers,onion,coke,crackers
coke,cereal,potato_chips,coke,coke
orange,coke,crackers,orange_juice,orange_juice
cereal,orange,cereal,bread,cereal
orange_juice,potato_chips,grape_juice,jelly,grape_juice
onion,bread,orange_juice,apple,apple
orange_juice,crackers,onion,orange_juice,orange_juice
orange_juice,coke,crackers,cereal,coke
coke,coke,potato_chips,orange,coke
crackers,crackers,orange,grape_juice,crackers
bread,grape_juice,bread,coke,bread
corn,bread,apple,crackers,apple
corn,onion,jelly,corn,corn
jelly,grape_juice,orange_juice,potato_chips,grape_juice
potato_chips,apple,jelly,crackers,crackers
jelly,apple,cereal,corn,cereal
crackers,crackers,apple,corn,crackers
onion,cereal,orange_juice,onion,onion
bread,grape_juice,jelly,apple,jelly
bread,bread,orange_juice,apple,bread
coke,potato_chips,grape_juice,orange,grape_juice
cereal,jelly,potato_chips,coke,potato_chips
grape_juice,apple,corn,potato_chips,apple
potato_chips,crackers,coke,potato_chips,potato_chips
apple,onion,bread,grape_juice,onion
coke,coke,cereal,onion,coke
grape_juice,bread,cereal,orange_juice,orange_juice
bread,bread,onion,potato_chips,bread
onion,potato_chips,grape_juice,orange,orange
orange_juice,orange_juice,potato_chips,orange,orange_juice
onion,orange_juice,onion,bread,onion
grape_juice,coke,potato_chips,onion,coke
bread,jelly,bread,corn,bread
orange_juice,orange_juice,corn,bread,orange_juice
apple,crackers,onion,coke,onion
bread,cereal,onion,apple,cereal
cereal,grape_juice,orange,bread,bread
cereal,corn,cereal,orange_juice,cereal
cereal,cereal,orange,corn,cereal
crackers,coke,cereal,onion,cereal
grape_juice,jelly,orange,potato_chips,jelly
orange,onion,apple,orange_juice,apple
orange,corn,bread,orange,orange
corn,orange,bread,onion,onion
orange_juice,orange,bread,coke,coke
orange_juice,grape_juice,bread,crackers,grape_juice
grape_juice,apple,jelly,crackers,jelly
cereal,coke,grape_juice,cereal,cereal
crackers,cereal,orange,crackers,crackers
onion,jelly,crackers,onion,onion
orange,coke,orange_juice,orange,orange
orange_juice,jelly,orange_juice,onion,orange_juice
orange,jelly,cereal,orange,orange
potato_chips,grape_juice,apple,cereal,cereal
potato_chips,orange_juice,potato_chips,orange,potato_chips
orange_juice,orange_juice,jelly,bread,orange_juice
crackers,corn,crackers,grape_juice,crackers
bread,cereal,coke,corn,cereal
orange_juice,cereal,orange_juice,jelly,orange_juice
orange,corn,apple,orange,orange
crackers,coke,grape_juice,crackers,crackers
corn,jelly,corn,potato_chips,corn
apple,corn,bread,orange,orange
cereal,cereal,coke,corn,cereal
apple,coke,potato_chips,onion,onion
cereal,cereal,orange,apple,cereal
orange,corn,apple,jelly,apple
grape_juice,apple,crackers,grape_juice,grape_juice
apple,orange,jelly,coke,orange
coke,orange_juice,corn,potato_chips,orange_juice
grape_juice,jelly,potato_chips,apple,jelly
onion,crackers,orange,grape_juice,orange
onion,apple,cereal,coke,apple
bread,orange,cereal,bread,bread
orange,orange_juice,coke,bread,orange_juice
grape_juice,corn,crackers,grape_juice,grape_juice
apple,apple,cereal,corn,apple
apple,potato_chips,corn,onion,onion
potato_chips,orange_juice,corn,potato_chips,potato_chips
grape_juice,grape_juice,cereal,corn,grape_juice
coke,apple,orange_juice,coke,coke
bread,coke,crackers,orange_juice,crackers
onion,onion,apple,orange_juice,onion
onion,orange_juice,corn,jelly,corn
coke,coke,grape_juice,crackers,coke
bread,crackers,orange,grape_juice,crackers
potato_chips,bread,jelly,apple,bread
potato_chips,grape_juice,potato_chips,corn,potato_chips
onion,apple,onion,crackers,onion
grape_juice,apple,coke,grape_juice,grape_juice
grape_juice,cereal,coke,corn,coke
corn,orange_juice,corn,jelly,corn
jelly,orange,apple,orange_juice,orange_juice
coke,cereal,bread,corn,cereal
orange,orange,potato_chips,apple,orange
orange_juice,potato_chips,onion,orange,orange
orange_juice,cereal,orange_juice,onion,orange_juice
bread,coke,orange_juice,corn,corn
coke,apple,jelly,crackers,jelly
apple,corn,apple,grape_juice,apple
potato_chips,orange_juice,orange,crackers,crackers
coke,corn,crackers,grape_juice,grape_juice
crackers,corn,crackers,orange,crackers
grape_juice,bread,jelly,onion,jelly
crackers,apple,orange_juice,crackers,crackers
potato_chips,orange_juice,crackers,corn,crackers
crackers,bread,apple,crackers,crackers
potato_chips,onion,potato_chips,jelly,potato_chips
onion,coke,orange_juice,orange,orange
grape_juice,corn,bread,orange,orange
onion,apple,onion,corn,onion
apple,orange,bread,orange_juice,orange
orange,bread,cereal,orange_juice,orange_juice
bread,orange_juice,corn,bread,bread
orange,orange,bread,onion,orange
orange,onion,bread,crackers,onion
bread,grape_juice,potato_chips,corn,potato_chips
crackers,crackers,coke,potato_chips,crackers
orange,orange,bread,orange_juice,orange
coke,coke,crackers,bread,coke
orange_juice,bread,orange_juice,apple,orange_juice
apple,apple,jelly,coke,apple
onion,onion,orange,cereal,onion
grape_juice,crackers,corn,jelly,jelly
cereal,jelly,bread,cereal,cereal
cereal,grape_juice,apple,cereal,cereal
potato_chips,orange,onion,crackers,crackers
cereal,grape_juice,bread,coke,bread
corn,apple,orange_juice,corn,corn
onion,grape_juice,bread,jelly,jelly
orange_juice,orange,bread,orange_juice,orange_juice
orange_juice,jelly,bread,crackers,jelly
jelly,onion,coke,jelly,jelly
crackers,orange,bread,coke,bread
coke,corn,cereal,orange_juice,orange_juice
potato_chips,corn,cereal,orange_juice,cereal
onion,onion,orange,corn,onion
apple,coke,grape_juice,crackers,grape_juice
cereal,coke,potato_chips,onion,potato_chips
crackers,cereal,grape_juice,crackers,crackers
corn,orange_juice,coke,onion,onion
jelly,apple,potato_chips,orange_juice,orange_juice
onion,cereal,crackers,corn,corn
potato_chips,apple,cereal,potato_chips,potato_chips
crackers,potato_chips,grape_juice,onion,potato_chips
orange,apple,corn,bread,apple
crackers,crackers,corn,jelly,crackers
crackers,onion,bread,grape_juice,bread
potato_chips,corn,crackers,potato_chips,potato_chips
cereal,jelly,corn,cereal,cereal
grape_juice,potato_chips,grape_juice,bread,grape_juice
orange_juice,orange,apple,orange_juice,orange_juice
potato_chips,jelly,corn,potato_chips,potato_chips
orange_juice,jelly,crackers,onion,jelly
orange_juice,onion,orange_juice,corn,orange_juice
grape_juice,orange_juice,coke,bread,orange_juice
grape_juice,coke,potato_chips,grape_juice,grape_juice
onion,apple,jelly,crackers,apple
grape_juice,grape_juice,jelly,coke,grape_juice
potato_chips,orange_juice,potato_chips,coke,potato_chips
grape_juice,corn,jelly,coke,coke
potato_chips,apple,potato_chips,coke,potato_chips
bread,orange_juice,potato_chips,orange,potato_chips
crackers,onion,bread,crackers,crackers
jelly,jelly,orange,onion,jelly
onion,jelly,orange,potato_chips,orange
jelly,apple,orange_juice,corn,orange_juice
orange_juice,orange_juice,cereal,orange,orange_juice
crackers,crackers,onion,coke,crackers
jelly,potato_chips,cereal,bread,bread
orange,coke,apple,orange,orange
orange_juice,grape_juice,orange_juice,bread,orange_juice
crackers,grape_juice,apple,cereal,cereal
orange,orange,potato_chips,cereal,orange
crackers,jelly,coke,crackers,crackers
jelly,bread,corn,potato_chips,bread
coke,coke,apple,orange,coke
grape_juice,potato_chips,jelly,bread,jelly
bread,corn,bread,orange,bread
orange_juice,corn,coke,potato_chips,coke
orange,onion,bread,grape_juice,onion
crackers,cereal,orange,apple,cereal
orange,orange_juice,orange,crackers,orange
orange,orange,jelly,coke,orange
cereal,orange_juice,orange,crackers,crackers
crackers,jelly,cereal,crackers,crackers
apple,jelly,apple,onion,apple
coke,crackers,coke,orange,coke
orange,apple,orange_juice,corn,apple
cereal,apple,onion,crackers,crackers
crackers,apple,corn,bread,bread
onion,apple,potato_chips,coke,apple
coke,onion,jelly,corn,jelly
corn,corn,orange,jelly,corn
onion,cereal,bread,apple,apple
corn,jelly,crackers,onion,onion
onion,onion,corn,cereal,onion
crackers,grape_juice,bread,coke,bread
apple,coke,potato_chips,orange,orange
potato_chips,onion,bread,grape_juice,bread
cereal,orange,potato_chips,cereal,cereal
orange_juice,corn,grape_juice,bread,grape_juice
grape_juice,corn,cereal,orange_juice,orange_juice
orange_juice,grape_juice,onion,corn,grape_juice
cereal,orange_juice,potato_chips,orange,potato_chips
crackers,bread,orange,apple,bread
jelly,apple,onion,corn,apple
bread,orange_juice,coke,jelly,jelly
crackers,cereal,crackers,bread,crackers
orange,orange,cereal,bread,orange
orange,orange_juice,cereal,coke,orange_juice
bread,onion,bread,crackers,bread
orange_juice,orange_juice,onion,bread,orange_juice
orange,onion,apple,coke,apple
corn,apple,jelly,coke,apple
orange_juice,orange_juice,coke,onion,orange_juice
bread,jelly,bread,cereal,bread
grape_juice,grape_juice,apple,bread,grape_juice
orange_juice,grape_juice,orange_juice,corn,orange_juice
coke,orange_juice,onion,orange,orange_juice
orange,potato_chips,grape_juice,orange,orange
grape_juice,onion,coke,jelly,jelly
cereal,orange_juice,cereal,coke,cereal
orange,corn,orange,grape_juice,orange
crackers,coke,potato_chips,orange,potato_chips
crackers,apple,crackers,grape_juice,crackers
jelly,bread,jelly,onion,jelly
bread,grape_juice,apple,bread,bread
orange,apple,crackers,grape_juice,apple
bread,corn,jelly,coke,jelly
cereal,orange_juice,potato_chips,cereal,cereal
crackers,orange_juice,crackers,corn,crackers
potato_chips,onion,corn,cereal,cereal
jelly,orange_juice,potato_chips,jelly,jelly
crackers,crackers,corn,coke,crackers
jelly,potato_chips,grape_juice,jelly,jelly
jelly,crackers,jelly,grape_juice,jelly
orange,grape_juice,orange,orange_juice,orange
coke,coke,crackers,cereal,coke
apple,corn,apple,orange,apple
cereal,cereal,potato_chips,coke,cereal
coke,grape_juice,cereal,corn,grape_juice
grape_juice,grape_juice,orange_juice,corn,grape_juice
apple,apple,corn,potato_chips,apple
coke,orange_juice,grape_juice,coke,coke
coke,bread,jelly,onion,jelly
bread,cereal,bread,apple,bread
grape_juice,grape_juice,orange_juice,potato_chips,grape_juice
orange,cereal,bread,apple,apple
onion,onion,grape_juice,crackers,onion
onion,coke,onion,bread,onion
corn,crackers,onion,coke,onion
jelly,apple,jelly,crackers,jelly
coke,corn,apple,grape_juice,grape_juice
crackers,crackers,bread,orange_juice,crackers
onion,crackers,apple,corn,apple
crackers,apple,onion,bread,bread
orange_juice,onion,grape_juice,orange_juice,orange_juice
coke,jelly,orange_juice,grape_juice,orange_juice
grape_juice,grape_juice,bread,coke,grape_juice
cereal,orange,crackers,potato_chips,crackers
orange_juice,crackers,orange_juice,jelly,orange_juice
orange,orange_juice,onion,orange,orange
cereal,bread,cereal,grape_juice,cereal
bread,orange_juice,jelly,bread,bread
apple,apple,orange_juice,coke,apple
apple,crackers,apple,corn,apple
grape_juice,apple,orange_juice,corn,orange_juice
orange,coke,bread,apple,apple
corn,onion,bread,corn,corn
crackers,coke,crackers,orange_juice,crackers
potato_chips,grape_juice,orange_juice,potato_chips,potato_chips
onion,jelly,orange,onion,onion
apple,coke,apple,orange,apple
potato_chips,cereal,crackers,onion,crackers
corn,orange,cereal,bread,orange
potato_chips,orange,potato_chips,cereal,potato_chips
potato_chips,bread,orange,potato_chips,potato_chips
coke,bread,orange,apple,bread
crackers,crackers,potato_chips,bread,crackers
apple,apple,cereal,coke,apple
orange,crackers,potato_chips,apple,apple
onion,cereal,onion,potato_chips,onion
coke,grape_juice,jelly,coke,coke
jelly,potato_chips,grape_juice,onion,grape_juice
potato_chips,apple,potato_chips,orange_juice,potato_chips
bread,orange,apple,orange_juice,apple
grape_juice,crackers,corn,coke,coke
cereal,coke,potato_chips,orange,potato_chips
orange,cereal,onion,apple,apple
bread,orange,bread,orange_juice,bread
jelly,bread,orange,jelly,jelly
grape_juice,apple,bread,potato_chips,apple
crackers,onion,grape_juice,crackers,crackers
potato_chips,cereal,onion,potato_chips,potato_chips
orange_juice,bread,cereal,orange_juice,orange_juice
potato_chips,corn,coke,potato_chips,potato_chips
orange,orange_juice,orange,jelly,orange
corn,coke,potato_chips,onion,onion
apple,onion,apple,potato_chips,apple
onion,orange,apple,onion,onion
orange,apple,corn,coke,apple
orange,jelly,orange,onion,orange
orange_juice,coke,bread,potato_chips,coke
bread,onion,jelly,corn,jelly
onion,onion,bread,crackers,onion
apple,orange,corn,orange_juice,orange
bread,onion,coke,jelly,jelly
bread,cereal,orange,corn,cereal
onion,orange_juice,coke,onion,onion
grape_juice,bread,orange_juice,apple,orange_juice
bread,bread,jelly,apple,bread
cereal,crackers,grape_juice,potato_chips,crackers
bread,cereal,orange_juice,onion,cereal
crackers,crackers,jelly,grape_juice,crackers
cereal,orange_juice,potato_chips,coke,potato_chips
coke,bread,orange,potato_chips,potato_chips
grape_juice,orange_juice,onion,orange,orange_juice
orange_juice,onion,jelly,corn,jelly
orange,grape_juice,apple,cereal,apple
crackers,crackers,orange_juice,cereal,crackers
bread,grape_juice,orange,apple,apple
crackers,onion,coke,jelly,jelly
jelly,corn,apple,jelly,jelly
orange_juice,coke,onion,bread,coke
cereal,jelly,corn,potato_chips,potato_chips
orange_juice,orange_juice,coke,jelly,orange_juice
cereal,grape_juice,jelly,cereal,cereal
cereal,apple,crackers,grape_juice,crackers
jelly,onion,potato_chips,jelly,jelly
crackers,orange_juice,potato_chips,crackers,crackers
onion,grape_juice,jelly,apple,apple
apple,orange,apple,orange_juice,apple
bread,potato_chips,grape_juice,onion,potato_chips
jelly,potato_chips,jelly,cereal,jelly
grape_juice,grape_juice,corn,jelly,grape_juice
corn,coke,corn,bread,corn
orange_juice,orange_juice,crackers,corn,orange_juice
coke,onion,bread,grape_juice,grape_juice
corn,apple,corn,coke,corn
orange,apple,cereal,corn,apple
jelly,orange_juice,corn,jelly,jelly
coke,jelly,coke,crackers,coke
coke,orange_juice,potato_chips,jelly,orange_juice
jelly,jelly,orange_juice,apple,jelly
bread,orange_juice,potato_chips,cereal,cereal
corn,corn,orange,grape_juice,corn
jelly,orange_juice,corn,potato_chips,orange_juice
coke,crackers,orange,grape_juice,grape_juice
onion,jelly,orange_juice,onion,onion
bread,apple,cereal,coke,cereal
corn,crackers,cereal,apple,apple
orange,grape_juice,coke,orange,orange
grape_juice,cereal,onion,grape_juice,grape_juice
orange,apple,jelly,orange,orange
apple,cereal,crackers,onion,onion
orange_juice,apple,corn,coke,coke
corn,corn,coke,potato_chips,corn
apple,crackers,bread,orange_juice,orange_juice
corn,orange,apple,onion,onion
cereal,orange_juice,potato_chips,jelly,potato_chips
corn,apple,cereal,corn,corn
corn,jelly,potato_chips,apple,apple
cereal,corn,crackers,potato_chips,crackers
bread,grape_juice,orange_juice,bread,bread
coke,grape_juice,coke,orange,coke
crackers,orange,jelly,coke,jelly
crackers,coke,crackers,bread,crackers
coke,apple,potato_chips,coke,coke
jelly,apple,cereal,jelly,jelly
corn,orange_juice,crackers,corn,corn
grape_juice,grape_juice,orange,orange_juice,grape_juice
grape_juice,orange,corn,orange_juice,orange_juice
cereal,potato_chips,grape_juice,bread,bread
jelly,bread,jelly,apple,jelly
orange,apple,cereal,potato_chips,apple
apple,grape_juice,jelly,orange,orange
cereal,onion,orange,cereal,cereal
onion,cereal,coke,corn,corn
cereal,grape_juice,cereal,potato_chips,cereal
onion,orange,onion,crackers,onion
apple,apple,jelly,crackers,apple
onion,grape_juice,orange,bread,orange
crackers,grape_juice,orange_juice,bread,bread
grape_juice,apple,onion,corn,apple
jelly,grape_juice,bread,jelly,jelly
cereal,cereal,crackers,onion,cereal
grape_juice,orange_juice,orange,crackers,orange_juice
jelly,apple,jelly,coke,jelly
jelly,jelly,bread,cereal,jelly
corn,crackers,bread,corn,corn
cereal,crackers,orange,apple,crackers
coke,jelly,apple,onion,jelly
grape_juice,orange_juice,grape_juice,crackers,grape_juice
grape_juice,cereal,coke,bread,coke
apple,apple,cereal,jelly,apple
corn,cereal,bread,onion,onion
orange_juice,crackers,corn,jelly,jelly
grape_juice,grape_juice,bread,crackers,grape_juice
cereal,crackers,coke,orange,crackers
onion,onion,apple,coke,onion
orange_juice,crackers,coke,potato_chips,coke
jelly,grape_juice,jelly,apple,jelly
orange,grape_juice,orange,bread,orange
orange,apple,onion,crackers,apple
potato_chips,apple,cereal,coke,cereal
onion,grape_juice,apple,bread,apple
orange_juice,potato_chips,grape_juice,bread,grape_juice
orange_juice,orange,cereal,grape_juice,grape_juice
grape_juice,coke,orange_juice,corn,orange_juice
corn,crackers,apple,corn,corn
apple,apple,bread,potato_chips,apple
bread,crackers,bread,orange_juice,bread
apple,orange_juice,onion,bread,onion
orange_juice,orange_juice,orange,crackers,orange_juice
coke,coke,orange_juice,corn,coke
orange_juice,bread,cereal,grape_juice,grape_juice
grape_juice,grape_juice,potato_chips,corn,grape_juice
coke,coke,corn,onion,coke
orange,grape_juice,jelly,onion,onion
jelly,jelly,orange_juice,grape_juice,jelly
grape_juice,grape_juice,coke,orange,grape_juice
coke,apple,potato_chips,orange_juice,orange_juice
potato_chips,orange_juice,potato_chips,onion,potato_chips
orange,orange,onion,crackers,orange
potato_chips,jelly,orange,potato_chips,potato_chips
apple,grape_juice,apple,bread,apple
onion,grape_juice,orange,orange_juice,orange
coke,cereal,orange_juice,jelly,orange_juice
onion,coke,corn,onion,onion
apple,apple,coke,grape_juice,apple
grape_juice,orange_juice,onion,bread,orange_juice
bread,crackers,onion,orange_juice,crackers
bread,apple,onion,crackers,crackers
bread,cereal,grape_juice,crackers,crackers
potato_chips,potato_chips,jelly,cereal,potato_chips
potato_chips,crackers,cereal,apple,crackers
corn,corn,grape_juice,bread,corn
orange,bread,corn,potato_chips,corn
grape_juice,grape_juice,orange,apple,grape_juice
crackers,cereal,crackers,corn,crackers
apple,grape_juice,orange,bread,orange
apple,bread,apple,crackers,apple
orange_juice,coke,corn,grape_juice,grape_juice
corn,coke,orange_juice,orange,orange
orange,onion,grape_juice,orange,orange
orange,crackers,cereal,apple,apple
bread,potato_chips,jelly,bread,bread
orange,apple,orange_juice,cereal,apple
orange,corn,potato_chips,orange,orange
cereal,cereal,orange_juice,onion,cereal
apple,orange_juice,orange,crackers,orange
orange_juice,grape_juice,orange_juice,potato_chips,orange_juice
cereal,cereal,bread,onion,cereal
orange,coke,cereal,onion,onion
grape_juice,bread,jelly,apple,jelly
cereal,crackers,orange_juice,cereal,cereal
potato_chips,potato_chips,cereal,bread,potato_chips
orange,apple,grape_juice,onion,apple
jelly,jelly,orange_juice,onion,jelly
orange_juice,jelly,bread,corn,jelly
orange,apple,jelly,coke,apple
crackers,apple,crackers,coke,crackers
orange_juice,jelly,corn,potato_chips,jelly
cereal,cereal,grape_juice,crackers,cereal
onion,grape_juice,apple,orange_juice,apple
coke,crackers,onion,coke,coke
grape_juice,corn,grape_juice,bread,grape_juice
potato_chips,orange_juice,onion,bread,bread
potato_chips,potato_chips,grape_juice,bread,potato_chips
crackers,crackers,orange,jelly,crackers
crackers,crackers,orange_juice,jelly,crackers
orange,orange,crackers,potato_chips,orange
onion,cereal,bread,onion,onion
cereal,apple,orange_juice,cereal,cereal
crackers,jelly,bread,crackers,crackers
onion,coke,potato_chips,orange,orange
coke,onion,apple,coke,coke
coke,jelly,orange_juice,onion,orange_juice
coke,coke,bread,potato_chips,coke
coke,orange_juice,jelly,bread,orange_juice
corn,cereal,orange,corn,corn
onion,onion,grape_juice,orange_juice,onion
jelly,jelly,apple,onion,jelly
crackers,orange_juice,orange,crackers,crackers
grape_juice,grape_juice,orange_juice,bread,grape_juice
potato_chips,jelly,potato_chips,coke,potato_chips
crackers,crackers,bread,corn,crackers
apple,apple,onion,crackers,apple
onion,orange_juice,crackers,corn,corn
bread,corn,potato_chips,orange,potato_chips
apple,onion,coke,jelly,onion
crackers,cereal,orange_juice,onion,cereal
corn,jelly,orange_juice,onion,onion
potato_chips,potato_chips,corn,onion,potato_chips
orange,apple,potato_chips,orange_juice,apple
orange,apple,cereal,jelly,apple
orange_juice,cereal,orange,crackers,orange
onion,cereal,onion,apple,onion
bread,bread,cereal,grape_juice,bread
potato_chips,jelly,potato_chips,apple,potato_chips
grape_juice,crackers,jelly,grape_juice,grape_juice
orange_juice,apple,crackers,grape_juice,grape_juice
potato_chips,coke,bread,potato_chips,potato_chips
coke,coke,potato_chips,grape_juice,coke
onion,cereal,potato_chips,corn,corn
orange_juice,grape_juice,orange,bread,grape_juice
crackers,crackers,coke,orange,crackers
bread,orange_juice,cereal,orange,cereal
grape_juice,coke,corn,bread,coke
cereal,crackers,orange,grape_juice,crackers
cereal,cereal,onion,potato_chips,cereal
bread,crackers,coke,orange,crackers
coke,orange_juice,cereal,orange,orange_juice
bread,grape_juice,cereal,orange_juice,cereal
orange,jelly,orange_juice,apple,apple
grape_juice,corn,coke,potato_chips,coke
apple,orange,crackers,potato_chips,orange
jelly,jelly,bread,corn,jelly
orange_juice,coke,orange_juice,orange,orange_juice
bread,onion,grape_juice,crackers,crackers
jelly,jelly,potato_chips,apple,jelly
coke,grape_juice,coke,onion,coke
orange,coke,corn,orange,orange
crackers,jelly,onion,cereal,cereal
orange_juice,corn,crackers,potato_chips,corn
onion,cereal,onion,grape_juice,onion
potato_chips,jelly,coke,crackers,crackers
orange,onion,orange,corn,orange
grape_juice,crackers,orange,grape_juice,grape_juice
jelly,jelly,corn,potato_chips,jelly
cereal,jelly,cereal,orange,cereal
corn,jelly,bread,corn,corn
orange,orange,apple,onion,orange
jelly,grape_juice,jelly,onion,jelly
coke,coke,grape_juice,cereal,coke
coke,orange_juice,coke,onion,coke
bread,coke,corn,bread,bread
orange_juice,onion,potato_chips,jelly,jelly
grape_juice,grape_juice,jelly,onion,grape_juice
coke,corn,coke,potato_chips,coke
orange_juice,jelly,orange_juice,grape_juice,orange_juice
bread,orange_juice,onion,bread,bread
orange_juice,crackers,orange_juice,cereal,orange_juice
bread,bread,jelly,onion,bread
apple,apple,grape_juice,onion,apple
apple,grape_juice,orange,apple,apple
coke,orange_juice,potato_chips,crackers,orange_juice
coke,grape_juice,jelly,orange,grape_juice
grape_juice,apple,corn,bread,apple
orange,bread,orange,apple,orange
bread,potato_chips,grape_juice,bread,bread
apple,bread,orange_juice,apple,apple
cereal,onion,apple,potato_chips,potato_chips
apple,apple,orange_juice,crackers,apple
potato_chips,corn,orange,jelly,jelly
grape_juice,apple,potato_chips,grape_juice,grape_juice
coke,grape_juice,orange,apple,grape_juice
bread,cereal,bread,onion,bread
corn,apple,corn,potato_chips,corn
coke,grape_juice,jelly,onion,grape_juice
corn,apple,coke,grape_juice,apple
cereal,onion,grape_juice,crackers,crackers
grape_juice,crackers,potato_chips,cereal,cereal
orange_juice,crackers,bread,orange_juice,orange_juice
coke,potato_chips,jelly,bread,potato_chips
coke,bread,coke,jelly,coke
grape_juice,grape_juice,jelly,apple,grape_juice
coke,jelly,potato_chips,coke,coke
orange_juice,grape_juice,cereal,corn,grape_juice
potato_chips,onion,grape_juice,crackers,crackers
grape_juice,orange_juice,corn,potato_chips,orange_juice
corn,corn,apple,jelly,corn
crackers,crackers,potato_chips,apple,crackers
orange_juice,onion,apple,orange_juice,orange_juice
apple,jelly,corn,potato_chips,corn
orange,grape_juice,cereal,orange_juice,orange_juice
onion,bread,jelly,onion,onion
crackers,cereal,orange,corn,cereal
orange_juice,corn,apple,grape_juice,grape_juice
orange,corn,crackers,orange,orange
orange_juice,orange_juice,corn,jelly,orange_juice
orange_juice,grape_juice,cereal,potato_chips,grape_juice
coke,crackers,corn,jelly,jelly
grape_juice,grape_juice,jelly,orange,grape_juice
potato_chips,cereal,bread,apple,cereal
crackers,orange_juice,grape_juice,crackers,crackers
jelly,coke,orange_juice,orange,orange_juice
coke,onion,apple,orange_juice,orange_juice
cereal,crackers,onion,orange_juice,crackers
coke,onion,orange,coke,coke
potato_chips,coke,orange_juice,orange,coke
apple,jelly,orange_juice,apple,apple
grape_juice,jelly,crackers,onion,jelly
orange,orange_juice,potato_chips,orange,orange
coke,onion,grape_juice,crackers,grape_juice
corn,apple,jelly,crackers,apple
orange,grape_juice,jelly,apple,apple
orange_juice,jelly,cereal,orange,orange
corn,jelly,onion,cereal,onion
bread,crackers,potato_chips,bread,bread
grape_juice,crackers,grape_juice,potato_chips,grape_juice
orange_juice,crackers,apple,corn,apple
potato_chips,potato_chips,onion,orange,potato_chips
corn,orange_juice,corn,potato_chips,corn
crackers,cereal,bread,onion,bread
corn,corn,apple,orange,corn
corn,grape_juice,corn,jelly,corn
apple,cereal,coke,orange,orange
bread,bread,orange,jelly,bread
apple,onion,grape_juice,crackers,onion
orange_juice,grape_juice,jelly,apple,grape_juice
onion,coke,potato_chips,grape_juice,potato_chips
potato_chips,orange_juice,potato_chips,bread,potato_chips
apple,coke,orange_juice,orange,orange
coke,grape_juice,potato_chips,corn,grape_juice
cereal,grape_juice,cereal,orange_juice,cereal
orange,onion,orange,cereal,orange
grape_juice,grape_juice,cereal,potato_chips,grape_juice
orange_juice,bread,orange,apple,orange
jelly,jelly,coke,cereal,jelly
corn,corn,crackers,grape_juice,corn
orange,coke,potato_chips,onion,onion
apple,cereal,orange,corn,orange
potato_chips,orange_juice,jelly,bread,bread
coke,crackers,orange_juice,cereal,orange_juice
apple,apple,corn,bread,apple
coke,coke,bread,apple,coke
bread,orange_juice,potato_chips,coke,potato_chips
crackers,bread,orange,crackers,crackers
coke,bread,cereal,grape_juice,grape_juice
onion,bread,orange,crackers,orange
apple,cereal,potato_chips,corn,corn
corn,coke,corn,onion,corn
apple,grape_juice,orange,orange_juice,orange
coke,coke,onion,bread,coke
bread,orange_juice,coke,bread,bread
bread,coke,onion,bread,bread
apple,corn,orange,grape_juice,orange
potato_chips,jelly,cereal,orange,cereal
